query_id,query_source_doc_index,query_source_title,query_text,system,rank,result_doc_index,result_title,result_abstract,score,latency_ms,label
1,,,convolutional neural network architecture for image classification,hybrid_clustered_faiss,5,36221,Best Practices for Convolutional Neural Networks Applied to Object Recognition in Images,"This research project studies the impact of convolutional neural networks
(CNN) in image classification tasks. We explore different architectures and
training configurations with the use of ReLUs, Nesterov's accelerated gradient,
dropout and maxout networks. We work with the CIFAR-10 dataset as part of a
Kaggle competition to identify objects in images. Initial results show that
CNNs outperform our baseline by acting as invariant feature detectors.
Comparisons between different preprocessing procedures show better results for
global contrast normalization and ZCA whitening. ReLUs are much faster than
tanh units and outperform sigmoids. We provide extensive details about our
training hyperparameters, providing intuition for their selection that could
help enhance learning in similar situations. We design 4 models of
convolutional neural networks that explore characteristics such as depth,
number of feature maps, size and overlap of kernels, pooling regions, and
different subsampling techniques. Results favor models of moderate depth that
use an extensive number of parameters in both convolutional and dense layers.
Maxout networks are able to outperform rectifiers on some models but introduce
too much noise as the complexity of the fully-connected layers increases. The
final discussion explains our results and provides additional techniques that
could improve performance.",0.6064,207.468036,1
1,,,convolutional neural network architecture for image classification,hybrid_clustered_faiss,6,10453,A Comparison of Deep Learning Classification Methods on Small-scale Image Data set: from Convolutional Neural Networks to Visual Transformers,"In recent years, deep learning has made brilliant achievements in image
classification. However, image classification of small datasets is still not
obtained good research results. This article first briefly explains the
application and characteristics of convolutional neural networks and visual
transformers. Meanwhile, the influence of small data set on classification and
the solution are introduced. Then a series of experiments are carried out on
the small datasets by using various models, and the problems of some models in
the experiments are discussed. Through the comparison of experimental results,
the recommended deep learning model is given according to the model application
environment. Finally, we give directions for future work.",0.605,207.468036,1
1,,,convolutional neural network architecture for image classification,hybrid_clustered_faiss,7,7645,A Non-Technical Survey on Deep Convolutional Neural Network Architectures,"Artificial neural networks have recently shown great results in many
disciplines and a variety of applications, including natural language
understanding, speech processing, games and image data generation. One
particular application in which the strong performance of artificial neural
networks was demonstrated is the recognition of objects in images, where deep
convolutional neural networks are commonly applied. In this survey, we give a
comprehensive introduction to this topic (object recognition with deep
convolutional neural networks), with a strong focus on the evolution of network
architectures. Therefore, we aim to compress the most important concepts in
this field in a simple and non-technical manner to allow for future researchers
to have a quick general understanding.
  This work is structured as follows:
  1. We will explain the basic ideas of (convolutional) neural networks and
deep learning and examine their usage for three object recognition tasks: image
classification, object localization and object detection.
  2. We give a review on the evolution of deep convolutional neural networks by
providing an extensive overview of the most important network architectures
presented in chronological order of their appearances.",0.6046,207.468036,1
1,,,convolutional neural network architecture for image classification,hybrid_clustered_faiss,8,1100,ResFeats: Residual Network Based Features for Image Classification,"Deep residual networks have recently emerged as the state-of-the-art
architecture in image segmentation and object detection. In this paper, we
propose new image features (called ResFeats) extracted from the last
convolutional layer of deep residual networks pre-trained on ImageNet. We
propose to use ResFeats for diverse image classification tasks namely, object
classification, scene classification and coral classification and show that
ResFeats consistently perform better than their CNN counterparts on these
classification tasks. Since the ResFeats are large feature vectors, we propose
to use PCA for dimensionality reduction. Experimental results are provided to
show the effectiveness of ResFeats with state-of-the-art classification
accuracies on Caltech-101, Caltech-256 and MLC datasets and a significant
performance improvement on MIT-67 dataset compared to the widely used CNN
features.",0.6004,207.468036,1
1,,,convolutional neural network architecture for image classification,hybrid_clustered_faiss,9,7868,Residual Squeeze VGG16,"Deep learning has given way to a new era of machine learning, apart from
computer vision. Convolutional neural networks have been implemented in image
classification, segmentation and object detection. Despite recent advancements,
we are still in the very early stages and have yet to settle on best practices
for network architecture in terms of deep design, small in size and a short
training time. In this work, we propose a very deep neural network comprised of
16 Convolutional layers compressed with the Fire Module adapted from the
SQUEEZENET model. We also call for the addition of residual connections to help
suppress degradation. This model can be implemented on almost every neural
network model with fully incorporated residual learning. This proposed model
Residual-Squeeze-VGG16 (ResSquVGG16) trained on the large-scale MIT
Places365-Standard scene dataset. In our tests, the model performed with
accuracy similar to the pre-trained VGG16 model in Top-1 and Top-5 validation
accuracy while also enjoying a 23.86% reduction in training time and an 88.4%
reduction in size. In our tests, this model was trained from scratch.",0.6001,207.468036,1
1,,,convolutional neural network architecture for image classification,hybrid_clustered_faiss,10,33357,A Baseline for Multi-Label Image Classification Using An Ensemble of Deep Convolutional Neural Networks,"Recent studies on multi-label image classification have focused on designing
more complex architectures of deep neural networks such as the use of attention
mechanisms and region proposal networks. Although performance gains have been
reported, the backbone deep models of the proposed approaches and the
evaluation metrics employed in different works vary, making it difficult to
compare each fairly. Moreover, due to the lack of properly investigated
baselines, the advantage introduced by the proposed techniques are often
ambiguous. To address these issues, we make a thorough investigation of the
mainstream deep convolutional neural network architectures for multi-label
image classification and present a strong baseline. With the use of proper data
augmentation techniques and model ensembles, the basic deep architectures can
achieve better performance than many existing more complex ones on three
benchmark datasets, providing great insight for the future studies on
multi-label image classification.",0.5997,207.468036,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,1,36221,Best Practices for Convolutional Neural Networks Applied to Object Recognition in Images,"This research project studies the impact of convolutional neural networks
(CNN) in image classification tasks. We explore different architectures and
training configurations with the use of ReLUs, Nesterov's accelerated gradient,
dropout and maxout networks. We work with the CIFAR-10 dataset as part of a
Kaggle competition to identify objects in images. Initial results show that
CNNs outperform our baseline by acting as invariant feature detectors.
Comparisons between different preprocessing procedures show better results for
global contrast normalization and ZCA whitening. ReLUs are much faster than
tanh units and outperform sigmoids. We provide extensive details about our
training hyperparameters, providing intuition for their selection that could
help enhance learning in similar situations. We design 4 models of
convolutional neural networks that explore characteristics such as depth,
number of feature maps, size and overlap of kernels, pooling regions, and
different subsampling techniques. Results favor models of moderate depth that
use an extensive number of parameters in both convolutional and dense layers.
Maxout networks are able to outperform rectifiers on some models but introduce
too much noise as the complexity of the fully-connected layers increases. The
final discussion explains our results and provides additional techniques that
could improve performance.",0.793850243,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,2,32165,Sequential Feature Filtering Classifier,"We propose Sequential Feature Filtering Classifier (FFC), a simple but
effective classifier for convolutional neural networks (CNNs). With sequential
LayerNorm and ReLU, FFC zeroes out low-activation units and preserves
high-activation units. The sequential feature filtering process generates
multiple features, which are fed into a shared classifier for multiple outputs.
FFC can be applied to any CNNs with a classifier, and significantly improves
performances with negligible overhead. We extensively validate the efficacy of
FFC on various tasks: ImageNet-1K classification, MS COCO detection, Cityscapes
segmentation, and HMDB51 action recognition. Moreover, we empirically show that
FFC can further improve performances upon other techniques, including attention
modules and augmentation techniques. The code and models will be publicly
available.",0.791857839,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,3,34793,Recursive Autoconvolution for Unsupervised Learning of Convolutional Neural Networks,"In visual recognition tasks, such as image classification, unsupervised
learning exploits cheap unlabeled data and can help to solve these tasks more
efficiently. We show that the recursive autoconvolution operator, adopted from
physics, boosts existing unsupervised methods by learning more discriminative
filters. We take well established convolutional neural networks and train their
filters layer-wise. In addition, based on previous works we design a network
which extracts more than 600k features per sample, but with the total number of
trainable parameters greatly reduced by introducing shared filters in higher
layers. We evaluate our networks on the MNIST, CIFAR-10, CIFAR-100 and STL-10
image classification benchmarks and report several state of the art results
among other unsupervised methods.",0.780305386,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,4,21696,Analysis and Optimization of Convolutional Neural Network Architectures,"Convolutional Neural Networks (CNNs) dominate various computer vision tasks
since Alex Krizhevsky showed that they can be trained effectively and reduced
the top-5 error from 26.2 % to 15.3 % on the ImageNet large scale visual
recognition challenge. Many aspects of CNNs are examined in various
publications, but literature about the analysis and construction of neural
network architectures is rare. This work is one step to close this gap. A
comprehensive overview over existing techniques for CNN analysis and topology
construction is provided. A novel way to visualize classification errors with
confusion matrices was developed. Based on this method, hierarchical
classifiers are described and evaluated. Additionally, some results are
confirmed and quantified for CIFAR-100. For example, the positive impact of
smaller batch sizes, averaging ensembles, data augmentation and test-time
transformations on the accuracy. Other results, such as the positive impact of
learned color transformation on the test accuracy could not be confirmed. A
model which has only one million learned parameters for an input size of
32x32x3 and 100 classes and which beats the state of the art on the benchmark
dataset Asirra, GTSRB, HASYv2 and STL-10 was developed.",0.780297637,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,5,21980,On Binary Classification with Single-Layer Convolutional Neural Networks,"Convolutional neural networks are becoming standard tools for solving object
recognition and visual tasks. However, most of the design and implementation of
these complex models are based on trail-and-error. In this report, the main
focus is to consider some of the important factors in designing convolutional
networks to perform better. Specifically, classification with wide single-layer
networks with large kernels as a general framework is considered. Particularly,
we will show that pre-training using unsupervised schemes is vital, reasonable
regularization is beneficial and applying of strong regularizers like dropout
could be devastating. Pool size is also could be as important as learning
procedure itself. In addition, it has been presented that using such a simple
and relatively fast model for classifying cats and dogs, performance is close
to state-of-the-art achievable by a combination of SVM models on color and
texture features.",0.779846489,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,6,6635,Fast Efficient Object Detection Using Selective Attention,Retraction due to significant oversight,0.779233456,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,7,9208,Transfer Learning using CNN for Handwritten Devanagari Character Recognition,"This paper presents an analysis of pre-trained models to recognize
handwritten Devanagari alphabets using transfer learning for Deep Convolution
Neural Network (DCNN). This research implements AlexNet, DenseNet, Vgg, and
Inception ConvNet as a fixed feature extractor. We implemented 15 epochs for
each of AlexNet, DenseNet 121, DenseNet 201, Vgg 11, Vgg 16, Vgg 19, and
Inception V3. Results show that Inception V3 performs better in terms of
accuracy achieving 99% accuracy with average epoch time 16.3 minutes while
AlexNet performs fastest with 2.2 minutes per epoch and achieving 98\%
accuracy.",0.778533459,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,8,36429,Advancements in Image Classification using Convolutional Neural Network,"Convolutional Neural Network (CNN) is the state-of-the-art for image
classification task. Here we have briefly discussed different components of
CNN. In this paper, We have explained different CNN architectures for image
classification. Through this paper, we have shown advancements in CNN from
LeNet-5 to latest SENet model. We have discussed the model description and
training details of each model. We have also drawn a comparison among those
models.",0.777788639,153.705188,1
1,,,convolutional neural network architecture for image classification,semantic_fullscan,9,33698,"Reproduction Report on ""Learn to Pay Attention""","We have successfully implemented the ""Learn to Pay Attention"" model of
attention mechanism in convolutional neural networks, and have replicated the
results of the original paper in the categories of image classification and
fine-grained recognition.",0.777095318,153.705188,0
1,,,convolutional neural network architecture for image classification,semantic_fullscan,10,13026,Applications of the Streaming Networks,"Most recently Streaming Networks (STnets) have been introduced as a mechanism
of robust noise-corrupted images classification. STnets is a family of
convolutional neural networks, which consists of multiple neural networks
(streams), which have different inputs and their outputs are concatenated and
fed into a single joint classifier. The original paper has illustrated how
STnets can successfully classify images from Cifar10, EuroSat and UCmerced
datasets, when images were corrupted with various levels of random zero noise.
In this paper, we demonstrate that STnets are capable of high accuracy
classification of images corrupted with Gaussian noise, fog, snow, etc.
(Cifar10 corrupted dataset) and low light images (subset of Carvana dataset).
We also introduce a new type of STnets called Hybrid STnets. Thus, we
illustrate that STnets is a universal tool of image classification when
original training dataset is corrupted with noise or other transformations,
which lead to information loss from original images.",0.775566101,153.705188,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,1,22097,Color and Shape Content Based Image Classification using RBF Network and PSO Technique: A Survey,"The improvement of the accuracy of image query retrieval used image
classification technique. Image classification is well known technique of
supervised learning. The improved method of image classification increases the
working efficiency of image query retrieval. For the improvements of
classification technique we used RBF neural network function for better
prediction of feature used in image retrieval.Colour content is represented by
pixel values in image classification using radial base function(RBF) technique.
This approach provides better result compare to SVM technique in image
representation.Image is represented by matrix though RBF using pixel values of
colour intensity of image. Firstly we using RGB colour model. In this colour
model we use red, green and blue colour intensity values in matrix.SVM with
partical swarm optimization for image classification is implemented in content
of images which provide better Results based on the proposed approach are found
encouraging in terms of color image classification accuracy.",0.382785472,108.404803,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,2,18019,Mesh-based graph convolutional neural network models of processes with complex initial states,"Predicting the evolution of a representative sample of a material with
microstructure is a fundamental problem in homogenization. In this work we
propose a graph convolutional neural network that utilizes the discretized
representation of the initial microstructure directly, without segmentation or
clustering. Compared to feature-based and pixel-based convolutional neural
network models, the proposed method has a number of advantages: (a) it is deep
in that it does not require featurization but can benefit from it, (b) it has a
simple implementation with standard convolutional filters and layers, (c) it
works natively on unstructured and structured grid data without interpolation
(unlike pixel-based convolutional neural networks), and (d) it preserves
rotational invariance like other graph-based convolutional neural networks. We
demonstrate the performance of the proposed network and compare it to
traditional pixel-based convolution neural network models and feature-based
graph convolutional neural networks on three large datasets.",0.356114259,108.404803,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,3,15769,Image Classification with CondenseNeXt for ARM-Based Computing Platforms,"In this paper, we demonstrate the implementation of our ultra-efficient deep
convolutional neural network architecture: CondenseNeXt on NXP BlueBox, an
autonomous driving development platform developed for self-driving vehicles. We
show that CondenseNeXt is remarkably efficient in terms of FLOPs, designed for
ARM-based embedded computing platforms with limited computational resources and
can perform image classification without the need of a CUDA enabled GPU.
CondenseNeXt utilizes the state-of-the-art depthwise separable convolution and
model compression techniques to achieve a remarkable computational efficiency.
Extensive analyses are conducted on CIFAR-10, CIFAR-100 and ImageNet datasets
to verify the performance of CondenseNeXt Convolutional Neural Network (CNN)
architecture. It achieves state-of-the-art image classification performance on
three benchmark datasets including CIFAR-10 (4.79% top-1 error), CIFAR-100
(21.98% top-1 error) and ImageNet (7.91% single model, single crop top-5
error). CondenseNeXt achieves final trained model size improvement of 2.9+ MB
and up to 59.98% reduction in forward FLOPs compared to CondenseNet and can
perform image classification on ARM-Based computing platforms without needing a
CUDA enabled GPU support, with outstanding efficiency.",0.355662047,108.404803,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,4,9943,Quantum-Classical Hybrid Machine Learning for Image Classification (ICCAD Special Session Paper),"Image classification is a major application domain for conventional deep
learning (DL). Quantum machine learning (QML) has the potential to
revolutionize image classification. In any typical DL-based image
classification, we use convolutional neural network (CNN) to extract features
from the image and multi-layer perceptron network (MLP) to create the actual
decision boundaries. On one hand, QML models can be useful in both of these
tasks. Convolution with parameterized quantum circuits (Quanvolution) can
extract rich features from the images. On the other hand, quantum neural
network (QNN) models can create complex decision boundaries. Therefore,
Quanvolution and QNN can be used to create an end-to-end QML model for image
classification. Alternatively, we can extract image features separately using
classical dimension reduction techniques such as, Principal Components Analysis
(PCA) or Convolutional Autoencoder (CAE) and use the extracted features to
train a QNN. We review two proposals on quantum-classical hybrid ML models for
image classification namely, Quanvolutional Neural Network and dimension
reduction using a classical algorithm followed by QNN. Particularly, we make a
case for trainable filters in Quanvolution and CAE-based feature extraction for
image datasets (instead of dimension reduction using linear transformations
such as, PCA). We discuss various design choices, potential opportunities, and
drawbacks of these models. We also release a Python-based framework to create
and explore these hybrid models with a variety of design choices.",0.349182361,108.404803,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,5,38280,Autoregressive Convolutional Neural Networks for Asynchronous Time Series,"We propose Significance-Offset Convolutional Neural Network, a deep
convolutional network architecture for regression of multivariate asynchronous
time series. The model is inspired by standard autoregressive (AR) models and
gating mechanisms used in recurrent neural networks. It involves an AR-like
weighting system, where the final predictor is obtained as a weighted sum of
adjusted regressors, while the weights are datadependent functions learnt
through a convolutional network. The architecture was designed for applications
on asynchronous time series and is evaluated on such datasets: a hedge fund
proprietary dataset of over 2 million quotes for a credit derivative index, an
artificially generated noisy autoregressive series and UCI household
electricity consumption dataset. The proposed architecture achieves promising
results as compared to convolutional and recurrent neural networks.",0.340877272,108.404803,0
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,6,19406,Visual Steering for One-Shot Deep Neural Network Synthesis,"Recent advancements in the area of deep learning have shown the effectiveness
of very large neural networks in several applications. However, as these deep
neural networks continue to grow in size, it becomes more and more difficult to
configure their many parameters to obtain good results. Presently, analysts
must experiment with many different configurations and parameter settings,
which is labor-intensive and time-consuming. On the other hand, the capacity of
fully automated techniques for neural network architecture search is limited
without the domain knowledge of human experts. To deal with the problem, we
formulate the task of neural network architecture optimization as a graph space
exploration, based on the one-shot architecture search technique. In this
approach, a super-graph of all candidate architectures is trained in one-shot
and the optimal neural network is identified as a sub-graph. In this paper, we
present a framework that allows analysts to effectively build the solution
sub-graph space and guide the network search by injecting their domain
knowledge. Starting with the network architecture space composed of basic
neural network components, analysts are empowered to effectively select the
most promising components via our one-shot search scheme. Applying this
technique in an iterative manner allows analysts to converge to the best
performing neural network architecture for a given application. During the
exploration, analysts can use their domain knowledge aided by cues provided
from a scatterplot visualization of the search space to edit different
components and guide the search for faster convergence. We designed our
interface in collaboration with several deep learning researchers and its final
effectiveness is evaluated with a user study and two case studies.",0.330068419,108.404803,0
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,7,9159,Inspect Transfer Learning Architecture with Dilated Convolution,"There are many award-winning pre-trained Convolutional Neural Network (CNN),
which have a common phenomenon of increasing depth in convolutional layers.
However, I inspect on VGG network, which is one of the famous model submitted
to ILSVRC-2014, to show that slight modification in the basic architecture can
enhance the accuracy result of the image classification task. In this paper, We
present two improve architectures of pre-trained VGG-16 and VGG-19 networks
that apply transfer learning when trained on a different dataset. I report a
series of experimental result on various modification of the primary VGG
networks and achieved significant out-performance on image classification task
by: (1) freezing the first two blocks of the convolutional layers to prevent
over-fitting and (2) applying different combination of dilation rate in the
last three blocks of convolutional layer to reduce image resolution for feature
extraction. Both the proposed architecture achieves a competitive result on
CIFAR-10 and CIFAR-100 dataset.",0.323266248,108.404803,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,8,30053,Convolutional Low-Resolution Fine-Grained Classification,"Successful fine-grained image classification methods learn subtle details
between visually similar (sub-)classes, but the problem becomes significantly
more challenging if the details are missing due to low resolution. Encouraged
by the recent success of Convolutional Neural Network (CNN) architectures in
image classification, we propose a novel resolution-aware deep model which
combines convolutional image super-resolution and convolutional fine-grained
classification into a single model in an end-to-end manner. Extensive
experiments on the Stanford Cars and Caltech-UCSD Birds 200-2011 benchmarks
demonstrate that the proposed model consistently performs better than
conventional convolutional net on classifying fine-grained object classes in
low-resolution images.",0.322122635,108.404803,1
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,9,20280,Rep the Set: Neural Networks for Learning Set Representations,"In several domains, data objects can be decomposed into sets of simpler
objects. It is then natural to represent each object as the set of its
components or parts. Many conventional machine learning algorithms are unable
to process this kind of representations, since sets may vary in cardinality and
elements lack a meaningful ordering. In this paper, we present a new neural
network architecture, called RepSet, that can handle examples that are
represented as sets of vectors. The proposed model computes the correspondences
between an input set and some hidden sets by solving a series of network flow
problems. This representation is then fed to a standard neural network
architecture to produce the output. The architecture allows end-to-end
gradient-based learning. We demonstrate RepSet on classification tasks,
including text categorization, and graph classification, and we show that the
proposed neural network achieves performance better or comparable to
state-of-the-art algorithms.",0.3191308,108.404803,0
1,,,convolutional neural network architecture for image classification,tfidf_fullscan,10,29376,Recurrent Models of Visual Attention,"Applying convolutional neural networks to large images is computationally
expensive because the amount of computation scales linearly with the number of
image pixels. We present a novel recurrent neural network model that is capable
of extracting information from an image or video by adaptively selecting a
sequence of regions or locations and only processing the selected regions at
high resolution. Like convolutional neural networks, the proposed model has a
degree of translation invariance built-in, but the amount of computation it
performs can be controlled independently of the input image size. While the
model is non-differentiable, it can be trained using reinforcement learning
methods to learn task-specific policies. We evaluate our model on several image
classification tasks, where it significantly outperforms a convolutional neural
network baseline on cluttered images, and on a dynamic visual control problem,
where it learns to track a simple object without an explicit training signal
for doing so.",0.318749314,108.404803,0
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,1,16269,Structured Neural Summarization,"Summarization of long sequences into a concise statement is a core problem in
natural language processing, requiring non-trivial understanding of the input.
Based on the promising results of graph neural networks on highly structured
data, we develop a framework to extend existing sequence encoders with a graph
component that can reason about long-distance relationships in weakly
structured data such as text. In an extensive evaluation, we show that the
resulting hybrid sequence-graph models outperform both pure sequence models as
well as pure graph models on a range of summarization tasks.",0.6114,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,2,30535,DeepTitle -- Leveraging BERT to generate Search Engine Optimized Headlines,"Automated headline generation for online news articles is not a trivial task
- machine generated titles need to be grammatically correct, informative,
capture attention and generate search traffic without being ""click baits"" or
""fake news"". In this paper we showcase how a pre-trained language model can be
leveraged to create an abstractive news headline generator for German language.
We incorporate state of the art fine-tuning techniques for abstractive text
summarization, i.e. we use different optimizers for the encoder and decoder
where the former is pre-trained and the latter is trained from scratch. We
modify the headline generation to incorporate frequently sought keywords
relevant for search engine optimization. We conduct experiments on a German
news data set and achieve a ROUGE-L-gram F-score of 40.02. Furthermore, we
address the limitations of ROUGE for measuring the quality of text
summarization by introducing a sentence similarity metric and human evaluation.",0.6019,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,3,27690,"Read, Highlight and Summarize: A Hierarchical Neural Semantic Encoder-based Approach","Traditional sequence-to-sequence (seq2seq) models and other variations of the
attention-mechanism such as hierarchical attention have been applied to the
text summarization problem. Though there is a hierarchy in the way humans use
language by forming paragraphs from sentences and sentences from words,
hierarchical models have usually not worked that much better than their
traditional seq2seq counterparts. This effect is mainly because either the
hierarchical attention mechanisms are too sparse using hard attention or noisy
using soft attention. In this paper, we propose a method based on extracting
the highlights of a document; a key concept that is conveyed in a few
sentences. In a typical text summarization dataset consisting of documents that
are 800 tokens in length (average), capturing long-term dependencies is very
important, e.g., the last sentence can be grouped with the first sentence of a
document to form a summary. LSTMs (Long Short-Term Memory) proved useful for
machine translation. However, they often fail to capture long-term dependencies
while modeling long sequences. To address these issues, we have adapted Neural
Semantic Encoders (NSE) to text summarization, a class of memory-augmented
neural networks by improving its functionalities and proposed a novel
hierarchical NSE that outperforms similar previous models significantly. The
quality of summarization was improved by augmenting linguistic factors, namely
lemma, and Part-of-Speech (PoS) tags, to each word in the dataset for improved
vocabulary coverage and generalization. The hierarchical NSE model on factored
dataset outperformed the state-of-the-art by nearly 4 ROUGE points. We further
designed and used the first GPU-based self-critical Reinforcement Learning
model.",0.5997,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,4,16864,Attention-based Neural Text Segmentation,"Text segmentation plays an important role in various Natural Language
Processing (NLP) tasks like summarization, context understanding, document
indexing and document noise removal. Previous methods for this task require
manual feature engineering, huge memory requirements and large execution times.
To the best of our knowledge, this paper is the first one to present a novel
supervised neural approach for text segmentation. Specifically, we propose an
attention-based bidirectional LSTM model where sentence embeddings are learned
using CNNs and the segments are predicted based on contextual information. This
model can automatically handle variable sized context information. Compared to
the existing competitive baselines, the proposed model shows a performance
improvement of ~7% in WinDiff score on three benchmark datasets.",0.5776,306.12017,0
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,5,12275,Few-Shot Learning for Opinion Summarization,"Opinion summarization is the automatic creation of text reflecting subjective
information expressed in multiple documents, such as user reviews of a product.
The task is practically important and has attracted a lot of attention.
However, due to the high cost of summary production, datasets large enough for
training supervised models are lacking. Instead, the task has been
traditionally approached with extractive methods that learn to select text
fragments in an unsupervised or weakly-supervised way. Recently, it has been
shown that abstractive summaries, potentially more fluent and better at
reflecting conflicting information, can also be produced in an unsupervised
fashion. However, these models, not being exposed to actual summaries, fail to
capture their essential properties. In this work, we show that even a handful
of summaries is sufficient to bootstrap generation of the summary text with all
expected properties, such as writing style, informativeness, fluency, and
sentiment preservation. We start by training a conditional Transformer language
model to generate a new product review given other available reviews of the
product. The model is also conditioned on review properties that are directly
related to summaries; the properties are derived from reviews with no manual
effort. In the second stage, we fine-tune a plug-in module that learns to
predict property values on a handful of summaries. This lets us switch the
generator to the summarization mode. We show on Amazon and Yelp datasets that
our approach substantially outperforms previous extractive and abstractive
methods in automatic and human evaluation.",0.564,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,6,2282,Attentive Representation Learning with Adversarial Training for Short Text Clustering,"Short text clustering has far-reaching effects on semantic analysis, showing
its importance for multiple applications such as corpus summarization and
information retrieval. However, it inevitably encounters the severe sparsity of
short text representations, making the previous clustering approaches still far
from satisfactory. In this paper, we present a novel attentive representation
learning model for shot text clustering, wherein cluster-level attention is
proposed to capture the correlations between text representations and cluster
representations. Relying on this, the representation learning and clustering
for short texts are seamlessly integrated into a unified model. To further
ensure robust model training for short texts, we apply adversarial training to
the unsupervised clustering setting, by injecting perturbations into the
cluster representations. The model parameters and perturbations are optimized
alternately through a minimax game. Extensive experiments on four real-world
short text datasets demonstrate the superiority of the proposed model over
several strong competitors, verifying that robust adversarial training yields
substantial performance gains.",0.5533,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,7,33071,Topic Augmented Generator for Abstractive Summarization,"Steady progress has been made in abstractive summarization with
attention-based sequence-to-sequence learning models. In this paper, we propose
a new decoder where the output summary is generated by conditioning on both the
input text and the latent topics of the document. The latent topics, identified
by a topic model such as LDA, reveals more global semantic information that can
be used to bias the decoder to generate words. In particular, they enable the
decoder to have access to additional word co-occurrence statistics captured at
document corpus level. We empirically validate the advantage of the proposed
approach on both the CNN/Daily Mail and the WikiHow datasets. Concretely, we
attain strongly improved ROUGE scores when compared to state-of-the-art models.",0.5483,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,8,17095,Syntactically Informed Text Compression with Recurrent Neural Networks,"We present a self-contained system for constructing natural language models
for use in text compression. Our system improves upon previous neural network
based models by utilizing recent advances in syntactic parsing -- Google's
SyntaxNet -- to augment character-level recurrent neural networks. RNNs have
proven exceptional in modeling sequence data such as text, as their
architecture allows for modeling of long-term contextual information.",0.5447,306.12017,0
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,9,4638,MaskGAN: Better Text Generation via Filling in the______,"Neural text generation models are often autoregressive language models or
seq2seq models. These models generate text by sampling words sequentially, with
each word conditioned on the previous word, and are state-of-the-art for
several machine translation and summarization benchmarks. These benchmarks are
often defined by validation perplexity even though this is not a direct measure
of the quality of the generated text. Additionally, these models are typically
trained via maxi- mum likelihood and teacher forcing. These methods are
well-suited to optimizing perplexity but can result in poor sample quality
since generating text requires conditioning on sequences of words that may have
never been observed at training time. We propose to improve sample quality
using Generative Adversarial Networks (GANs), which explicitly train the
generator to produce high quality samples and have shown a lot of success in
image generation. GANs were originally designed to output differentiable
values, so discrete language generation is challenging for them. We claim that
validation perplexity alone is not indicative of the quality of text generated
by a model. We introduce an actor-critic conditional GAN that fills in missing
text conditioned on the surrounding context. We show qualitatively and
quantitatively, evidence that this produces more realistic conditional and
unconditional text samples compared to a maximum likelihood trained model.",0.543,306.12017,1
2,,,transformer-based model for text summarization.,hybrid_clustered_faiss,10,33634,Improving generation quality of pointer networks via guided attention,"Pointer generator networks have been used successfully for abstractive
summarization. Along with the capability to generate novel words, it also
allows the model to copy from the input text to handle out-of-vocabulary words.
In this paper, we point out two key shortcomings of the summaries generated
with this framework via manual inspection, statistical analysis and human
evaluation. The first shortcoming is the extractive nature of the generated
summaries, since the network eventually learns to copy from the input article
most of the times, affecting the abstractive nature of the generated summaries.
The second shortcoming is the factual inaccuracies in the generated text
despite grammatical correctness. Our analysis indicates that this arises due to
incorrect attention transition between different parts of the article. We
propose an initial attempt towards addressing both these shortcomings by
externally appending traditional linguistic information parsed from the input
text, thereby teaching networks on the structure of the underlying text.
Results indicate feasibility and potential of such additional cues for improved
generation.",0.5425,306.12017,1
